track_id,track_name,album_name,artists,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0GodWGFGHNw6sh4Y95jmJM,"Symphony No. 22 in C, K.162: 3. Presto assai",Mozart - All Day Classics,Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner,6,98506,False,0.494,0.216,0,-17.779,1,0.0452,0.966,0.921,0.115,0.641,76.432,3
3b4CT1QcTUXjxxhclNX5UT,"Divertimento No. 11 in D, K.251 ""Nannerl-Septett"": 4b. Menuetto (Tema con variazioni): Var. I",Mozart - A Classical Dawn,Wolfgang Amadeus Mozart;Heinz Holliger;Hermann Baumann;Michel Gasciarrino;Henk Guldemond;Orlando Quartet,6,76533,False,0.673,0.17,9,-16.804,1,0.0408,0.867,0.648,0.108,0.593,116.655,4
6iSHa2BIExSHReSk6JY6Ws,"Canon in C, K.508A",Mozart - All Day Classics,Wolfgang Amadeus Mozart;Franz Schessl;Andreas Röhn;Yang Wen Sinn,19,55293,False,0.375,0.226,9,-19.704,0,0.0486,0.986,0.652,0.0886,0.857,71.455,3
7dtxV1gbo3kWHiBhFywD7v,"14 “Interval” Canons K. 508a/3-8 & K. Deest: Canons Nos. 11-14, K.508a/7-8 & K. Deest",Mozart - All Day Classics,Wolfgang Amadeus Mozart;Karl-Heinz Steffens;Werner Mittelbach;Reinhold Helbich,7,90786,False,0.33,0.0423,3,-23.181,1,0.0496,0.99,0.868,0.108,0.284,86.81,4
6nQanke7CG03HzTKpjXlhV,"Idomeneo, re di Creta, K.366 / Act 3: Marcia - Live",Mozart - All Day Classics,Wolfgang Amadeus Mozart;English Baroque Soloists;John Eliot Gardiner,7,83666,False,0.199,0.00734,0,-39.346,1,0.0379,0.805,0.000513,0.542,0.327,94.799,4
03B8ZXUmuDpf59j5PIMFHq,"Ma che vi fece... Sperai vicino, K.368: 1. Andantino",Mozart - All Day Classics,Wolfgang Amadeus Mozart;Heinz Holliger;Academy of St. Martin in the Fields;Kenneth Sillito,7,86160,False,0.29,0.049,5,-24.072,1,0.0555,0.98,0.753,0.108,0.114,76.473,4
7gK2q5m7SDSY4MDPvv3v9c,"Don Giovanni, ossia Il dissoluto punito, K.527 - Arr. for 8 wind instruments by Johann G. Triebensee (1746-1813) - Act 1: ""Madamina, il catalogo è questo""",Mozart - All Day Classics,Wolfgang Amadeus Mozart;Members of the Netherlands Wind Ensemble;Werner Herbers;Carlo Ravelli;Hans Mossel;Hens Otter;Joep Terwey;Kees Olthuis;Iman Soeteman;Jan Peeters;Hans Krul,6,99986,False,0.495,0.144,7,-21.977,1,0.038,0.986,0.847,0.222,0.391,94.024,4
32By63ejJIcJka9uDcO0A9,"7 Minuets, K.65a: No. 5 in C Major",Mozart - All Day Classics,Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky,7,98560,False,0.592,0.0557,0,-20.601,1,0.0493,0.958,0.0373,0.0642,0.709,142.897,1
6YY4h2BDXaNVQ5qa7rltUY,"Piano Sonata No. 1 in C Major, K. 279: III. Allegro",Mozart: The Complete Piano Sonatas,Wolfgang Amadeus Mozart;Mao Fujita,18,190773,False,0.393,0.23,0,-18.884,1,0.0364,0.992,0.916,0.15,0.733,140.805,4
1dDMD5l9e7OtiZ2okr3ilL,"Piano Concerto No. 23 in A Major, K. 488: II. Andante",Mozart: Piano Concertos Nos. 22-27,Wolfgang Amadeus Mozart;Ingrid Haebler;London Symphony Orchestra;Witold Rowicki,19,386200,False,0.245,0.0291,2,-26.748,1,0.038,0.991,0.935,0.142,0.0397,97.233,3
7AW3PerzE4do0Xwwslntot,"Piano Concerto No. 9 in E-Flat Major, K. 271 ""Jeunehomme"": I. Allegro",Mozart: Piano Concertos Nos. 9-13,Wolfgang Amadeus Mozart;Ingrid Haebler;London Symphony Orchestra;Witold Rowicki,5,647040,False,0.43,0.0947,3,-20.02,1,0.0363,0.989,0.884,0.219,0.322,130.473,4
4NmrKzS26IiOpPyPZ1EHqv,"Popoli di Tessaglia... Io non chiedo, eterni dei, K. 316",Die Königin der Nacht: Mozart-Arien aus Die Zauberflöte u.a.,Wolfgang Amadeus Mozart;Raphael Pichon;Sabine Devieilhe;Ensemble Pygmalion,13,610320,False,0.302,0.147,0,-15.791,1,0.0492,0.964,0.00314,0.0677,0.0578,91.048,4
7gG0Utr8guYo556tF4QRcz,"Piano Sonata No. 7 in C Major, K. 309: III. Rondeau (Allegretto grazioso)",Mozart: The Complete Piano Sonatas,Wolfgang Amadeus Mozart;Ingrid Haebler,3,432000,False,0.426,0.168,0,-19.918,1,0.0426,0.993,0.905,0.13,0.517,141.332,4
5KFciwNKHnDarDLuha6qea,"Piano Concerto No. 8 in C Major, K. 246 ""Lützow"": II. Andante",Mozart Piano Concertos: Nos. 1-8,Wolfgang Amadeus Mozart;Ingrid Haebler;London Symphony Orchestra;Alceo Galliera,6,561560,False,0.282,0.0511,5,-23.826,1,0.0388,0.988,0.878,0.0919,0.0983,70.14,4
4pMRE9kTOelvw3JIrRBwqv,"8 Variations on ‘Come un agnello’ by Sarti in A, K.460: 4. Variation III",Mozart: A Night of Classics,Wolfgang Amadeus Mozart;Danielle Laval,17,57342,False,0.445,0.126,9,-16.27,1,0.0358,0.984,0.906,0.155,0.534,104.928,3
1rVLsWkUSV11ieqK5oriAk,"Piano Concerto No. 25 in C Major, K. 503: III. Allegretto",Mozart: Piano Concertos Nos. 22-27,Wolfgang Amadeus Mozart;Ingrid Haebler;London Symphony Orchestra;Alceo Galliera,2,561626,False,0.398,0.126,0,-21.503,1,0.0341,0.99,0.924,0.0788,0.376,83.26,4
69jMyEbK0YL1LLbgBhBdB6,"Piano Concerto No. 3 in D major, K. 40: 2a. Andante - Pt. 1",Mozart: A Night of Classics,Wolfgang Amadeus Mozart;Yvonne Loriod;Orchestre Du Domaine Musical;Pierre Boulez,25,42840,False,0.299,0.145,9,-17.338,1,0.0345,0.911,0.779,0.18,0.279,80.254,4
1bK9KQyvtZHXUPlWVN00c6,"String Quartet No. 9 in A, K.169: 4. Rondeaux (Allegro)",Mozart: A Night of Classics,Wolfgang Amadeus Mozart;Hagen Quartett,9,90053,False,0.448,0.113,9,-22.262,1,0.0501,0.979,0.878,0.1,0.792,125.6,4
40iYxdRUZEkagnmLSeKjoL,"Les petits riens, K.app.10 (ballet): No. 15 Gavotte gracieuse",Mozart - Inspiring Classics,Wolfgang Amadeus Mozart;Concerto Köln;Anton Steck,7,52213,False,0.514,0.0489,1,-23.578,0,0.0275,0.964,0.949,0.233,0.453,97.303,1
16mKMqXTYDNFOo5bW7hmhC,"Piano Concerto No. 16 in D Major, K. 451: I. Allegro assai",Mozart: Piano Concertos Nos. 14-21,Wolfgang Amadeus Mozart;Ingrid Haebler;London Symphony Orchestra;Sir Colin Davis,5,656786,False,0.342,0.155,2,-19.013,1,0.0372,0.99,0.904,0.0922,0.161,134.91,4
1tDNSxkHrrEvcrRtUZUrDk,"Trio No. 2 in D Minor, K. 442: II. Andantino. Tempo di minuetto","Trios violon, violoncelle, piano",Wolfgang Amadeus Mozart;Jacques-Francis Manzone;Paul Julien;Désiré N'Kaoua,0,427160,False,0.389,0.0758,7,-22.677,1,0.0367,0.988,0.698,0.129,0.38,104.385,3
5hzhOmllQuqZjiZs3YzdYl,"8 Variations on ‘Come un agnello’ by Sarti in A, K.460: 5. Variation IV",Mozart - Inspiring Classics,Wolfgang Amadeus Mozart;Danielle Laval,4,66427,False,0.46,0.0195,9,-26.835,1,0.045,0.995,0.895,0.0991,0.772,94.078,4
4feMo2XtnCX1sLmcyxmYwK,"Les petits riens, K.app.10 (ballet): No. 9 Andantino",Mozart: A Night of Classics,Wolfgang Amadeus Mozart;Concerto Köln;Anton Steck,13,70146,False,0.314,0.00317,0,-36.183,1,0.0463,0.955,0.000859,0.168,0.288,104.808,4
4nakDBdFLfwVoWCvvsFskf,"12 Variations on ‘La belle Françoise’ in E flat, K.353: 4. Variation III",Mozart - Inspiring Classics,Wolfgang Amadeus Mozart;Danielle Laval,6,52786,False,0.36,0.123,3,-19.606,1,0.035,0.986,0.929,0.111,0.789,77.82,1
7zJ2VoTjvnOdhWh4jS06XF,"Divertimento No. 15 in B Flat Major, K.287: Variation V",Mozart - Inspiring Classics,Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields Chamber Ensemble,4,64000,False,0.575,0.00994,0,-17.007,1,0.0739,0.933,0.00109,0.14,0.437,60.437,4
338LGOoJjyCNI1cTJjud48,"La clemenza di Tito, K.621 / Act 1: Marcia - Reprise",Mozart - Inspiring Classics,Wolfgang Amadeus Mozart;Scottish Chamber Orchestra;Sir Charles Mackerras,4,65000,False,0.611,0.267,3,-16.438,1,0.0469,0.91,0.862,0.106,0.585,119.852,4
75VfoYbX5SOhJpEQKXzUtG,"Piano Sonata No. 11 in A Major, K. 331: 1f. Variation 6",Mozart - Inspiring Classics,Wolfgang Amadeus Mozart;Alicia de Larrocha,6,62626,False,0.443,0.131,9,-22.363,1,0.0391,0.99,0.942,0.127,0.84,138.661,4
6ldgr7NZfkloZBPcmblSyu,"Nine Variations in D, K.573 on a minuet by J.P. Duport: 7b. Variation VI - Pt. 2",Mozart - A Classical Dawn,Wolfgang Amadeus Mozart;Danielle Laval,7,72973,False,0.422,0.0472,2,-26.925,0,0.0515,0.986,0.79,0.064,0.401,134.898,3
4Z5DWGi4WunVByN0WD0nyp,"Piano Sonata No. 11 in A Major, K. 331: 1b. Variation 2",Mozart: A Night of Classics,Wolfgang Amadeus Mozart;Alicia de Larrocha,12,69080,False,0.555,0.035,9,-25.875,1,0.034,0.995,0.934,0.135,0.797,140.358,3
1mg90rolr4JdohAwpvj3Wx,"8 Variations on ‘Dieu d'amour’ from ‘Les mariages samnites’ by Grétry in F, K.352: 8c. Variation VII : Adagio - Pt. 3",Mozart: A Night of Classics,Wolfgang Amadeus Mozart;Danielle Laval,21,51506,False,0.368,0.0722,5,-25.522,1,0.0536,0.993,0.963,0.145,0.528,73.975,4
2vZkRvnwxCLsmzf8oGGBKK,6 Minuets K. 105 (attribution doubtful): No. 4 in G Major,Mozart: A Night of Classics,Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky,6,99000,False,0.502,0.0769,7,-19.183,1,0.0466,0.985,0.423,0.205,0.781,142.069,3
6csdf0ta8g9IRbJwO4CBDb,"Piano Sonata No. 11 in A Major, K. 331: I. Variation 1",Mozart - All Day Classics,Wolfgang Amadeus Mozart;Christoph Eschenbach,9,77133,False,0.462,0.109,9,-25.548,1,0.0643,0.995,0.841,0.0925,0.565,125.665,4
3jGCVfvapPHeSJCMh3HWdq,"Symphony No. 5 in B flat, K.22: 3. Molto Allegro",Mozart: A Night of Classics,Wolfgang Amadeus Mozart;Richard Fuller;Wiener Philharmoniker;James Levine,11,85400,False,0.549,0.249,10,-20.592,1,0.051,0.971,0.893,0.0856,0.496,118.72,4
5qjoYr71SGkxCM5ldWt1xC,"Divertimento in E flat, K.166: 4. Adagio",Mozart - Inspiring Classics,Wolfgang Amadeus Mozart;Holliger Wind Ensemble,5,65000,False,0.299,0.0354,10,-21.395,1,0.0396,0.994,0.882,0.139,0.136,75.199,3
7ILm980f0PZi7QNQk230cp,"12 Variations on ‘Je suis Lindor’ from ‘Le Barbier de Séville’ by A.L. Baudron in E, K.354: 2. Variation I",Mozart - Inspiring Classics,Wolfgang Amadeus Mozart;Danielle Laval,5,61906,False,0.116,0.206,3,-25.798,1,0.0486,0.996,0.91,0.115,0.893,180.35,4
4CwctQb0izDsOJZOqkwMnM,"Così fan tutte, K. 588 / Act I: ""La mia Dorabella""",Mozart - Inspiring Classics,Wolfgang Amadeus Mozart;Rolando Villazón;Adam Plachetka;Alessandro Corbelli;Chamber Orchestra of Europe;Yannick Nézet-Séguin,1,112440,False,0.439,0.183,7,-22.146,1,0.0497,0.941,0.0283,0.531,0.702,128.47,4
7xy6iBI17hwVjGXF7vq5Ib,"String Quintet No.1 in B flat, K.174 - Two original movements: 3. Trio",Mozart - Inspiring Classics,Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields Chamber Ensemble,2,81786,False,0.325,0.103,5,-23.717,1,0.0417,0.963,0.43,0.335,0.655,104.278,3
1IaviELtBuKW4nzGaRU4X8,"12 Variations on ‘La belle Françoise’ in E flat, K.353: 12b. Variation XI : Adagio - Pt. 2",Mozart - Inspiring Classics,Wolfgang Amadeus Mozart;Danielle Laval,2,91200,False,0.428,0.0349,3,-25.31,1,0.0623,0.995,0.951,0.155,0.354,132.919,4
1wFn4G80wU6iNz9rCe6wTD,"9 Variations on ‘Lison dormait’ from ‘Julie’ by N. Dezède in C, K.264: 7. Variation VI",Mozart - A Classical Dawn,Wolfgang Amadeus Mozart;Danielle Laval,10,64492,False,0.326,0.218,0,-19.854,1,0.0345,0.992,0.937,0.178,0.444,142.723,5
7isF5XwomUnRiSLIKgeg9w,"Die Zauberflöte, K. 620 / Zweiter Aufzug: Marsch der Priester",Mozart: A Night of Classics,Wolfgang Amadeus Mozart;Berliner Philharmoniker;Karl Böhm,8,86333,False,0.248,0.0464,5,-30.37,1,0.0352,0.982,0.952,0.236,0.157,87.447,4
0SI9v6geSqhMGWBKrwGoO6,"Die Entführung aus dem Serail, K. 384: Overture (Arr. for Wind Ensemble)",Mozart - Inspiring Classics,Wolfgang Amadeus Mozart;Netherlands Wind Ensemble,2,94500,False,0.377,0.0985,7,-19.936,1,0.0331,0.974,0.891,0.0948,0.224,139.588,4
1KHk7GFwXIMW2yUvTkjCKQ,"Divertimento No. 11 in D, K.251 ""Nannerl-Septett"": 4c. Menuetto (Tema con variazioni): Var. II",Mozart - A Classical Dawn,Wolfgang Amadeus Mozart;Heinz Holliger;Hermann Baumann;Michel Gasciarrino;Henk Guldemond;Orlando Quartet,5,81466,False,0.638,0.0559,9,-19.111,1,0.0589,0.936,8.31e-05,0.213,0.615,111.141,4
5L97hj2bkpg7QRn8KWVbHm,Eight Minuets K.315g - orch. Erik Smith: No. 7 in A,Mozart - Inspiring Classics,Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky,2,93000,False,0.475,0.232,9,-15.271,1,0.0631,0.94,0.0077,0.25,0.848,162.884,3
7lRUJ9zBbrOBnz91KOiw0L,"Divertimento No. 11 in D, K.251 ""Nannerl-Septett"": 4a. Menuetto (Tema con variazioni): Tema",Mozart - All Day Classics,Wolfgang Amadeus Mozart;Heinz Holliger;Hermann Baumann;Michel Gasciarrino;Henk Guldemond;Orlando Quartet,24,39733,False,0.625,0.173,9,-16.603,1,0.0583,0.955,0.701,0.212,0.879,116.714,4
61cTOgto61dWJk7kAJdv9u,"Minuet in A, K.61g/I",Mozart - All Day Classics,Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner,20,58306,False,0.381,0.0391,9,-25.851,1,0.0451,0.992,0.954,0.253,0.519,111.648,3
7rN1USAZLV2lsOT2e3ExHk,"6 Variations in G minor for Piano & Violin on ""Hélas, j'ai perdu mon amant"" K.360: Var. VI",Mozart: A Night of Classics,Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien,17,61826,False,0.368,0.115,0,-22.659,0,0.0457,0.985,0.163,0.121,0.503,85.384,4
3r48P6vC6SJxSdD3IprD0z,"Serenade in G Major, K. 525 ""Eine kleine Nachtmusik"": 2a. Romance (Andante) - Pt. 1",Mozart - A Classical Dawn,Wolfgang Amadeus Mozart;Gürzenich Orchestra Köln;Günter Wand,5,86880,False,0.259,0.109,0,-16.585,1,0.0383,0.867,0.816,0.443,0.251,67.144,4
0ybRC3er244EuG42zjm83G,"Les petits riens, K.app.10 (ballet): No. 14 without indication, attr. to Mozart",Mozart - A Classical Dawn,Wolfgang Amadeus Mozart;Concerto Köln;Anton Steck,3,95453,False,0.536,0.248,2,-15.041,1,0.046,0.897,0.758,0.0764,0.406,124.555,4
6MMrsE9vd6ZzsElO5nwm6h,"12 Variations on ‘La belle Françoise’ in E flat, K.353: 9. Variation VIII",Mozart - All Day Classics,Wolfgang Amadeus Mozart;Danielle Laval,20,53520,False,0.298,0.175,10,-20.114,1,0.0329,0.991,0.902,0.132,0.956,170.345,4
17qHZMgSJUixzS8BRcyQtB,"Les petits riens, K.app.10 (ballet): 3. Gavotte (Allegro)",Mozart - A Classical Dawn,Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner,4,87040,False,0.459,0.0601,5,-19.597,1,0.033,0.99,0.893,0.066,0.443,102.555,4
4EIJ9YQyQxd3m7qDjfp3WW,"Andante And Five Variations For Piano Duet In G, K.501: Variation 1",Mozart - All Day Classics,Wolfgang Amadeus Mozart;Martha Argerich;Stephen Kovacevich,17,59733,False,0.392,0.127,7,-28.807,1,0.0388,0.985,0.935,0.188,0.626,146.442,4
2TocLZMOpI8t0fwIYiXRU5,"Ascanio in Alba, K.111 / Part 1: Andante grazioso",Mozart - All Day Classics,Wolfgang Amadeus Mozart;Mozarteum Orchestra Salzburg;Leopold Hager,10,78800,False,0.284,0.0656,7,-22.254,1,0.0398,0.96,0.952,0.305,0.38,84.639,1
4vHmjZItpw8mWbcRBeWShV,"Le nozze di Figaro, K.492 / Act 3: (La marcia)",Mozart - All Day Classics,Wolfgang Amadeus Mozart;Radio-Symphonie-Orchester Berlin;Ferenc Fricsay,9,74866,False,0.602,0.25,0,-12.717,1,0.0422,0.964,0.89,0.175,0.362,124.632,4
454UCF9pZF68npiKK9lAks,"6 German Dances, K. 509: No. 3 in E-Flat Major",Mozart - All Day Classics,Wolfgang Amadeus Mozart;London Symphony Orchestra;Peter Maag,12,75120,False,0.293,0.497,10,-12.976,1,0.04,0.97,0.846,0.134,0.434,108.813,4
442dT5qm52DY690UEiGNox,"Divertimento in D Major, K. 136: I. Allegro",Mozart - All Day Classics,Wolfgang Amadeus Mozart;Bernhard Paumgartner;Camerata Salzburg,11,71960,False,0.478,0.311,9,-13.227,1,0.0357,0.899,0.107,0.255,0.667,121.83,4
6h73Ph4hu3oFlPYbTRKyEK,"Sonata for Piano and Violin in F, K.46e: 1. Allegro",Mozart - All Day Classics,Wolfgang Amadeus Mozart;Isabelle van Keulen;Ronald Brautigam,8,82813,False,0.505,0.236,5,-17.453,1,0.0588,0.795,0.0,0.0538,0.905,149.33,4
1OpwniSqFhbMeEPvnqjIgb,"Contredanse in G, K.610 ""Les filles malicieuses""",Mozart - All Day Classics,Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky,7,91400,False,0.538,0.107,7,-18.673,1,0.0429,0.987,0.82,0.0962,0.415,114.887,4
7A6xUNWiKHoZG1oQzypNJ2,"Piano Sonata No. 4 in E-Flat Major, K. 282: 1b. Adagio - Pt. 2",Mozart - All Day Classics,Wolfgang Amadeus Mozart;Claire-Marie Le Guay,6,96266,False,0.326,0.0292,3,-27.326,1,0.0435,0.995,0.929,0.121,0.278,81.689,4
4Y3i8KLUx9m1Z0ChuQhCBX,"12 Variations in B-Flat Major, K. 500",Mozart: Complete Variations for Piano,Wolfgang Amadeus Mozart;Ingrid Haebler,3,562893,False,0.416,0.0952,10,-25.781,1,0.0403,0.992,0.905,0.113,0.347,112.607,4
1ajmDbaiiibRPxiXUSMGlg,"Piano Sonata No. 8 in A Minor, K. 310: III. Presto",Mozart: The Complete Piano Sonatas,Wolfgang Amadeus Mozart;Mao Fujita,13,178760,False,0.474,0.159,9,-19.083,0,0.0449,0.993,0.898,0.0872,0.585,103.512,4
6KFPqJ0AouHrIsSANm2m7e,"Piano Concerto No. 12 in A Major, K. 414: I. Allegro",Mozart: Piano Concertos Nos. 9-13,Wolfgang Amadeus Mozart;Ingrid Haebler;London Symphony Orchestra;Witold Rowicki,2,642480,False,0.387,0.163,9,-19.462,1,0.0356,0.985,0.933,0.191,0.316,131.921,4
1EkZwXMnHCeUytuhYtIZxD,"7 Variations on ""Willem van Nassau"" in D, K.25: 1. Theme: Allegro",Mozart - Inspiring Classics,Wolfgang Amadeus Mozart;Danielle Laval,7,50859,False,0.532,0.0549,2,-27.14,1,0.0492,0.992,0.926,0.107,0.778,118.978,4
4umQGLGlgLimUIszMfoX6p,"Piano Concerto No. 3 in D Major, K. 40: II. Andante",Mozart Piano Concertos: Nos. 1-8,Wolfgang Amadeus Mozart;Ingrid Haebler;Capella Academica Wien;Eduard Melkus,9,290893,False,0.332,0.0594,9,-26.684,1,0.0335,0.979,0.952,0.155,0.111,94.635,4
68C8uCsILO5tzhXpLKhCiU,"12 Variations on ""Je suis Lindor"", K. 354/299a",Mozart: The Complete Piano Sonatas,Wolfgang Amadeus Mozart;Ingrid Haebler,1,1095053,False,0.292,0.0969,3,-24.152,1,0.0411,0.993,0.908,0.1,0.177,70.654,4
5cr64yImpnYuMFqQQzIkiY,"Requiem in D minor, K.626: 3. Sequentia: Lacrimosa",Mozart - Inspiring Classics,Wolfgang Amadeus Mozart;The Monteverdi Choir;English Baroque Soloists;John Eliot Gardiner,1,171426,False,0.163,0.0785,2,-21.377,1,0.0328,0.979,0.13,0.107,0.047,147.027,3
1rnzXyLI614hXLmYrmNM9d,"Piano Concerto No. 6 in B-Flat Major, K. 238: III. Rondeau (Allegro)",Mozart Piano Concertos: Nos. 1-8,Wolfgang Amadeus Mozart;Ingrid Haebler;London Symphony Orchestra;Witold Rowicki,7,456533,False,0.346,0.142,10,-18.243,1,0.0353,0.992,0.932,0.138,0.405,89.674,4
1J0CkklEJlAzsyOkXj0BJe,"Sonata for Piano and Violin in F, K.377: 2c. Variation 2",Mozart - Inspiring Classics,Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien,3,308000,False,0.383,0.126,0,-20.645,1,0.046,0.986,0.421,0.0859,0.416,90.957,4
1p8APcNgS5uo54jZOFG9m7,"Serenade in G, K.525: 1. Allegro",Mozart - A Classical Dawn,Wolfgang Amadeus Mozart;I Musici;Pina Carmirelli,17,97920,False,0.449,0.247,2,-16.29,1,0.0405,0.866,0.869,0.216,0.62,139.048,4
2Zvyb4Dw2zMXHwQlV6bRX2,"12 Variations on ‘La belle Françoise’ in E flat, K.353: 8. Variation VII",Mozart - A Classical Dawn,Wolfgang Amadeus Mozart;Danielle Laval,12,58306,False,0.498,0.061,3,-19.006,1,0.339,0.995,0.916,0.135,0.961,162.641,4
3rLobQ54GYexb7HyFZS8J0,"Six German Dances, K.509: No. 1 in C",Mozart: A Night of Classics,Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner,7,95706,False,0.413,0.0509,2,-18.693,1,0.0375,0.965,0.902,0.24,0.514,93.116,4
33QBQITif9997JUmuEi3KR,"Symphony No. 25 in G minor, K.183: 1. Allegro con brio",Mozart - Inspiring Classics,Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner,2,92986,False,0.374,0.128,7,-17.219,0,0.0338,0.983,0.935,0.0823,0.299,80.516,4
6SUjrqo7n9EtXpb4js3CyX,"Piano Concerto No. 16 in D Major, K. 451: III. Rondeau (Allegro di molto)",Mozart: Piano Concertos Nos. 14-21,Wolfgang Amadeus Mozart;Ingrid Haebler;London Symphony Orchestra;Sir Colin Davis,4,403960,False,0.411,0.185,2,-20.142,1,0.0333,0.983,0.925,0.0565,0.388,138.53,4
2mo0DJxh0B6TBGDfK5ZOOa,"12 Variations on an Allegretto in B Flat, K.500: 6. Variation V",Mozart - A Classical Dawn,Wolfgang Amadeus Mozart;Danielle Laval,16,45532,False,0.637,0.022,3,-26.353,1,0.0525,0.995,0.909,0.126,0.193,89.78,4
6RYmlLkbx5ZAbOjKDqXEzp,"8 Variations on ""Laat ons juichen"" by C.E. Graaf in G, K.24: 9. Variation VIII: Tempo I",Mozart - A Classical Dawn,Wolfgang Amadeus Mozart;Danielle Laval,17,46741,False,0.354,0.0811,7,-25.987,1,0.0463,0.994,0.964,0.142,0.454,112.207,4
2baiU53SqqdVf1Kdlbmc06,"String Quartet No. 9 in A, K.169: 4. Rondeaux (Allegro)",Mozart - A Classical Dawn,Wolfgang Amadeus Mozart;Quartetto Italiano,3,98160,False,0.47,0.124,9,-18.936,1,0.0522,0.938,7.56e-05,0.198,0.911,117.189,4
0A5Dar0JoHJSWQ1I4yuxAN,"12 Variations on ‘La belle Françoise’ in E flat, K.353: 6. Variation V",Mozart - Inspiring Classics,Wolfgang Amadeus Mozart;Danielle Laval,4,60973,False,0.379,0.135,3,-21.779,1,0.035,0.993,0.858,0.112,0.811,35.928,3
7EIZzThhlh29J7q18UZQqz,"Nine Variations in D, K.573 on a minuet by J.P. Duport: 7b. Variation VI - Pt. 2",Mozart - Inspiring Classics,Wolfgang Amadeus Mozart;Danielle Laval,3,72973,False,0.422,0.0472,2,-26.925,0,0.0515,0.986,0.79,0.064,0.401,134.898,3
7bBEhjBUUHwkONgReD5xmB,"Divertimento in D Major, K. 136: I. Allegro",Mozart - Inspiring Classics,Wolfgang Amadeus Mozart;Bernhard Paumgartner;Camerata Salzburg,3,71960,False,0.478,0.311,9,-13.227,1,0.0357,0.899,0.107,0.255,0.667,121.83,4
72Q837tMPp5dYSWLUZn9iK,"Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": III. Rondo. Allegro",Mozart - Inspiring Classics,Wolfgang Amadeus Mozart;Alicia de Larrocha,2,82693,False,0.48,0.132,0,-23.049,1,0.0402,0.99,0.926,0.166,0.596,123.973,4
5TpyZ7enDYgluTXf75deZ5,Three Minuets K. 363: No. 1 in D,Mozart - Inspiring Classics,Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky,5,59760,False,0.44,0.144,2,-13.545,1,0.0463,0.976,0.465,0.113,0.543,116.972,3
6yb0QZdAhqirrsrsN35WTz,"Modulierendes Präludium, K.deest",Mozart - Inspiring Classics,Wolfgang Amadeus Mozart;Erik Smith,1,98000,False,0.278,0.145,9,-29.531,0,0.0394,0.807,0.004,0.271,0.61,90.405,4
6ZeR7oj2qm94o1acldMPyX,"10 Variations in G, K.455 on ""Unser dummer Pöbel meint"" by C.W. Gluck: 7. Variation VI",Mozart: A Night of Classics,Wolfgang Amadeus Mozart;Danielle Laval,16,56296,False,0.343,0.154,7,-24.109,1,0.0469,0.988,0.905,0.159,0.286,116.074,5
2ZqucnGhfTDTF9DCyWN22t,"Piano Sonata No. 11 in A Major, K. 331: I. Variation 2",Mozart: A Night of Classics,Wolfgang Amadeus Mozart;Christoph Eschenbach,11,80533,False,0.414,0.0282,9,-27.009,1,0.0582,0.996,0.853,0.132,0.495,119.178,3
37Jc6IK91j87bVDijAgatF,"12 Variations on a Minuet by J.C. Fischer in C, K.179: 4. Variation III",Mozart - A Classical Dawn,Wolfgang Amadeus Mozart;Danielle Laval,4,91664,False,0.304,0.0925,0,-27.578,1,0.0464,0.992,0.91,0.14,0.896,153.84,5
2DXH3XH2W9Uy26xWOBZsnv,"8 Variations on ‘Dieu d'amour’ from ‘Les mariages samnites’ by Grétry in F, K.352: 3. Variation II",Mozart - Inspiring Classics,Wolfgang Amadeus Mozart;Danielle Laval,3,75546,False,0.323,0.124,5,-21.196,1,0.0332,0.993,0.884,0.126,0.619,106.661,4
6pRPTK8TjrWwJHyjeDDR7D,"Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": III. Rondo (Allegretto)",Mozart: A Night of Classics,Wolfgang Amadeus Mozart;Maria João Pires,8,98933,False,0.371,0.149,0,-24.082,1,0.0407,0.991,0.874,0.0795,0.712,106.331,4
0LFFcujnFizPc3SROLSkQ7,Six Contredanses K. 462: No. 4 in D Major,Mozart: A Night of Classics,Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky,8,96626,False,0.56,0.139,2,-18.49,1,0.0391,0.841,0.486,0.551,0.384,123.669,4
