user_id,username,country,plan,age_group,signup_date
1098,user_1098,US,premium,35-44,2024-09-25
1099,user_1099,Japan,free,35-44,2023-12-22
1100,user_1100,UK,premium,45+,2023-05-30
1101,user_1101,US,free,18-24,2024-06-09
1102,user_1102,Australia,premium,35-44,2023-10-31
1103,user_1103,Canada,free,35-44,2024-06-24
1104,user_1104,France,premium,18-24,2023-02-19
1105,user_1105,Australia,free,35-44,2024-04-08
1106,user_1106,US,free,18-24,2023-08-28
1107,user_1107,UK,free,35-44,2024-04-26
1108,user_1108,Japan,free,25-34,2024-03-30
1109,user_1109,Germany,free,18-24,2023-10-10
1110,user_1110,US,premium,25-34,2023-12-01
1111,user_1111,Japan,premium,25-34,2023-12-18
1112,user_1112,US,free,18-24,2024-10-29
1113,user_1113,US,premium,13-17,2024-10-10
1114,user_1114,India,free,25-34,2023-11-23
1115,user_1115,Brazil,free,25-34,2023-12-02
1116,user_1116,Brazil,premium,35-44,2024-10-27
1117,user_1117,US,premium,45+,2023-03-22
1118,user_1118,Canada,premium,25-34,2023-03-28
1119,user_1119,US,free,35-44,2023-09-15
1120,user_1120,US,premium,25-34,2023-07-04
1121,user_1121,Canada,free,35-44,2024-11-22
1122,user_1122,France,free,18-24,2024-11-28
1123,user_1123,Mexico,free,18-24,2023-05-03
1124,user_1124,Japan,premium,25-34,2023-04-06
1125,user_1125,Brazil,premium,13-17,2024-08-27
1126,user_1126,India,premium,25-34,2024-05-29
1127,user_1127,US,free,35-44,2024-03-18
1128,user_1128,UK,free,25-34,2024-05-28
1129,user_1129,UK,free,25-34,2024-01-06
1130,user_1130,US,free,35-44,2023-11-01
1131,user_1131,Germany,free,35-44,2023-12-23
1132,user_1132,India,premium,18-24,2023-05-28
1133,user_1133,US,free,18-24,2023-10-12
1134,user_1134,US,free,25-34,2024-10-18
1135,user_1135,Germany,free,25-34,2023-09-19
1136,user_1136,US,free,18-24,2024-07-27
1137,user_1137,Mexico,free,18-24,2024-05-05
1138,user_1138,India,premium,35-44,2023-01-31
1139,user_1139,India,premium,25-34,2024-12-02
1140,user_1140,Brazil,premium,45+,2023-09-25
1141,user_1141,Mexico,free,35-44,2023-01-12
1142,user_1142,UK,free,45+,2023-07-10
1143,user_1143,Germany,free,18-24,2024-02-04
1144,user_1144,India,premium,35-44,2024-06-20
1145,user_1145,US,premium,13-17,2023-04-01
1146,user_1146,Canada,free,25-34,2024-08-22
1147,user_1147,Japan,free,25-34,2024-05-15
1148,user_1148,Brazil,free,18-24,2023-10-28
1149,user_1149,Mexico,premium,35-44,2023-04-21
1150,user_1150,Mexico,premium,35-44,2023-03-21
1151,user_1151,Germany,free,13-17,2024-10-13
1152,user_1152,Mexico,free,25-34,2024-03-08
1153,user_1153,Germany,free,18-24,2024-02-21
1154,user_1154,Germany,free,25-34,2023-08-02
1155,user_1155,Brazil,free,35-44,2024-03-22
1156,user_1156,Japan,free,18-24,2023-01-18
1157,user_1157,US,premium,45+,2023-02-23
1158,user_1158,Canada,premium,18-24,2024-08-31
1159,user_1159,Canada,free,25-34,2023-08-28
1160,user_1160,US,premium,25-34,2024-02-22
1161,user_1161,Mexico,free,18-24,2024-04-30
1162,user_1162,US,free,18-24,2024-03-19
1163,user_1163,UK,free,35-44,2024-07-19
1164,user_1164,Germany,free,35-44,2024-08-21
1165,user_1165,US,free,18-24,2023-05-03
1166,user_1166,Japan,free,25-34,2024-02-24
1167,user_1167,Mexico,free,13-17,2024-07-19
1168,user_1168,India,premium,18-24,2023-08-04
1169,user_1169,US,free,25-34,2024-02-24
1170,user_1170,US,free,18-24,2024-12-09
1171,user_1171,Brazil,free,35-44,2024-07-04
1172,user_1172,Australia,premium,25-34,2023-08-16
1173,user_1173,Brazil,free,45+,2023-08-25
1174,user_1174,US,premium,25-34,2024-10-05
1175,user_1175,Brazil,free,45+,2023-11-26
1176,user_1176,India,free,25-34,2024-04-13
1177,user_1177,Japan,free,25-34,2024-11-10
1178,user_1178,US,free,45+,2024-05-01
1179,user_1179,Japan,free,25-34,2024-07-02
1180,user_1180,India,free,13-17,2024-08-01
1181,user_1181,Australia,free,25-34,2024-09-14
1182,user_1182,UK,free,45+,2024-02-19
1183,user_1183,Brazil,free,35-44,2023-08-07
1184,user_1184,France,premium,25-34,2024-12-21
1185,user_1185,US,free,25-34,2024-01-16
1186,user_1186,France,premium,45+,2023-03-28
1187,user_1187,Germany,premium,18-24,2024-04-05
1188,user_1188,US,free,25-34,2024-02-15
1189,user_1189,UK,free,18-24,2024-11-21
1190,user_1190,Germany,free,25-34,2024-06-08
1191,user_1191,US,premium,25-34,2024-03-22
1192,user_1192,Brazil,premium,18-24,2023-10-27
1193,user_1193,UK,premium,18-24,2024-02-12
1194,user_1194,Brazil,premium,25-34,2024-09-28
1195,user_1195,US,premium,18-24,2024-01-10
1196,user_1196,Canada,free,18-24,2023-08-21
1197,user_1197,Australia,free,35-44,2024-09-29
1198,user_1198,Australia,premium,18-24,2024-10-11
1199,user_1199,Germany,free,25-34,2023-02-18
1200,user_1200,US,free,45+,2023-07-05
1201,user_1201,Japan,premium,18-24,2023-07-24
1202,user_1202,US,free,25-34,2023-03-19
1203,user_1203,US,premium,25-34,2024-04-25
1204,user_1204,UK,premium,35-44,2024-01-21
1205,user_1205,India,free,45+,2023-07-13
1206,user_1206,Japan,premium,45+,2023-04-13
1207,user_1207,Germany,free,35-44,2024-09-08
1208,user_1208,India,free,18-24,2024-01-11
1209,user_1209,US,free,13-17,2023-10-14
1210,user_1210,Australia,free,25-34,2024-04-26
1211,user_1211,India,free,18-24,2024-12-23
1212,user_1212,India,free,25-34,2023-09-07
1213,user_1213,US,free,25-34,2023-07-20
1214,user_1214,Japan,free,13-17,2024-06-19
1215,user_1215,Germany,premium,35-44,2024-04-05
1216,user_1216,US,premium,18-24,2023-10-27
1217,user_1217,US,free,25-34,2024-04-22
1218,user_1218,Germany,free,25-34,2023-03-24
1219,user_1219,Brazil,free,25-34,2024-04-02
1220,user_1220,US,free,25-34,2024-11-21
1221,user_1221,France,premium,13-17,2023-10-25
1222,user_1222,US,premium,25-34,2023-12-30
1223,user_1223,India,free,35-44,2024-12-18
1224,user_1224,France,free,45+,2023-02-09
1225,user_1225,UK,free,25-34,2024-09-16
1226,user_1226,Brazil,premium,25-34,2023-12-06
1227,user_1227,UK,free,25-34,2024-05-30
1228,user_1228,US,premium,45+,2023-04-18
1229,user_1229,Australia,premium,18-24,2023-11-12
1230,user_1230,UK,free,25-34,2023-04-24
1231,user_1231,Canada,free,35-44,2023-06-16
1232,user_1232,US,premium,25-34,2023-09-18
1233,user_1233,US,free,18-24,2024-09-09
1234,user_1234,US,free,25-34,2023-08-12
1235,user_1235,Brazil,free,18-24,2023-09-19
1236,user_1236,UK,premium,25-34,2023-09-08
1237,user_1237,Mexico,premium,25-34,2024-06-09
1238,user_1238,India,premium,35-44,2024-12-10
1239,user_1239,Australia,premium,25-34,2023-05-06
1240,user_1240,US,premium,18-24,2023-07-25
1241,user_1241,Mexico,premium,18-24,2023-05-20
1242,user_1242,Japan,free,35-44,2023-03-03
1243,user_1243,Japan,free,18-24,2023-10-10
1244,user_1244,Mexico,premium,25-34,2023-02-23
1245,user_1245,Japan,premium,18-24,2023-12-12
1246,user_1246,Brazil,premium,35-44,2024-06-07
1247,user_1247,US,free,25-34,2023-05-16
1248,user_1248,US,premium,18-24,2023-11-26
1249,user_1249,France,premium,18-24,2023-05-24
1250,user_1250,Brazil,free,35-44,2024-03-11
1251,user_1251,Japan,free,25-34,2023-10-09
1252,user_1252,India,free,25-34,2023-05-16
1253,user_1253,US,free,35-44,2024-05-03
1254,user_1254,US,free,45+,2024-12-21
1255,user_1255,Germany,free,18-24,2024-02-05
1256,user_1256,India,free,45+,2024-03-24
1257,user_1257,US,premium,13-17,2024-09-26
1258,user_1258,India,premium,18-24,2024-09-19
1259,user_1259,US,premium,35-44,2024-10-30
1260,user_1260,Brazil,free,18-24,2023-09-27
1261,user_1261,US,free,18-24,2023-01-17
1262,user_1262,Japan,premium,18-24,2023-09-26
1263,user_1263,UK,free,25-34,2024-04-26
1264,user_1264,India,premium,25-34,2023-08-07
1265,user_1265,US,premium,25-34,2023-11-15
1266,user_1266,US,free,35-44,2023-08-26
1267,user_1267,UK,premium,25-34,2024-06-28
1268,user_1268,India,free,18-24,2023-10-12
1269,user_1269,Brazil,free,45+,2023-02-06
1270,user_1270,US,premium,18-24,2023-04-13
1271,user_1271,Germany,free,18-24,2024-12-23
1272,user_1272,Mexico,premium,18-24,2024-03-05
1273,user_1273,Japan,free,25-34,2024-10-15
1274,user_1274,US,free,18-24,2023-08-27
1275,user_1275,India,free,18-24,2024-10-06
1276,user_1276,US,premium,18-24,2023-05-05
1277,user_1277,US,free,18-24,2024-07-18
1278,user_1278,Australia,free,25-34,2024-08-22
1279,user_1279,US,premium,35-44,2024-09-01
1280,user_1280,India,free,35-44,2024-08-29
1281,user_1281,Brazil,premium,18-24,2023-07-07
1282,user_1282,Germany,free,18-24,2023-09-13
1283,user_1283,India,premium,45+,2024-08-07
1284,user_1284,US,premium,13-17,2024-06-13
1285,user_1285,UK,free,35-44,2024-11-06
1286,user_1286,India,free,18-24,2024-01-27
1287,user_1287,US,premium,45+,2024-10-19
1288,user_1288,UK,free,18-24,2024-04-12
1289,user_1289,US,premium,25-34,2023-09-10
1290,user_1290,US,free,25-34,2024-11-02
1291,user_1291,UK,free,25-34,2024-07-14
1292,user_1292,US,free,18-24,2023-06-25
1293,user_1293,India,premium,25-34,2024-04-10
1294,user_1294,Germany,free,35-44,2024-07-30
1295,user_1295,Japan,premium,13-17,2023-10-16
1296,user_1296,US,premium,13-17,2023-02-19
1297,user_1297,US,free,25-34,2023-01-04
1298,user_1298,US,free,18-24,2024-09-22
1299,user_1299,Brazil,premium,25-34,2024-05-14
1300,user_1300,Germany,free,18-24,2024-11-06
1301,user_1301,US,premium,25-34,2023-08-11
1302,user_1302,France,free,18-24,2024-10-29
1303,user_1303,US,free,25-34,2023-09-19
1304,user_1304,India,premium,18-24,2024-11-15
1305,user_1305,Germany,free,13-17,2024-06-18
1306,user_1306,Canada,free,13-17,2024-01-11
1307,user_1307,Germany,free,45+,2023-03-02
1308,user_1308,Japan,free,18-24,2023-12-22
1309,user_1309,UK,free,25-34,2024-10-07
1310,user_1310,Japan,premium,13-17,2023-01-24
1311,user_1311,US,free,18-24,2023-10-20
1312,user_1312,Canada,free,25-34,2024-07-10
1313,user_1313,India,premium,25-34,2024-11-21
1314,user_1314,Japan,free,45+,2023-12-22
1315,user_1315,India,free,45+,2024-07-28
1316,user_1316,Brazil,premium,35-44,2023-01-29
1317,user_1317,India,premium,25-34,2023-12-23
1318,user_1318,Germany,free,25-34,2023-12-31
1319,user_1319,US,premium,18-24,2024-08-30
1320,user_1320,US,free,45+,2024-02-13
1321,user_1321,US,premium,25-34,2023-09-23
1322,user_1322,US,free,25-34,2023-10-18
1323,user_1323,Canada,free,18-24,2024-07-20
1324,user_1324,US,free,13-17,2023-06-02
1325,user_1325,Australia,free,45+,2023-08-07
1326,user_1326,UK,free,18-24,2023-06-22
1327,user_1327,US,premium,25-34,2024-08-30
1328,user_1328,Japan,free,18-24,2024-09-26
1329,user_1329,Brazil,free,35-44,2023-01-12
1330,user_1330,India,free,13-17,2024-05-30
1331,user_1331,India,free,35-44,2023-12-28
1332,user_1332,Germany,premium,18-24,2024-08-01
1333,user_1333,US,free,35-44,2024-10-18
1334,user_1334,Australia,free,25-34,2024-04-21
1335,user_1335,Australia,free,18-24,2024-07-30
1336,user_1336,Brazil,premium,25-34,2023-03-23
1337,user_1337,US,free,18-24,2024-09-08
1338,user_1338,Germany,free,18-24,2024-11-23
1339,user_1339,US,free,35-44,2023-12-06
1340,user_1340,US,free,25-34,2024-03-16
1341,user_1341,US,free,25-34,2024-09-08
1342,user_1342,India,premium,18-24,2023-08-14
1343,user_1343,Mexico,premium,25-34,2024-01-06
1344,user_1344,Germany,premium,35-44,2023-01-28
1345,user_1345,Germany,free,18-24,2023-01-16
1346,user_1346,India,free,45+,2023-10-04
1347,user_1347,UK,free,45+,2023-11-29
1348,user_1348,UK,premium,18-24,2024-04-27
1349,user_1349,Australia,free,18-24,2024-07-19
1350,user_1350,US,premium,35-44,2023-10-15
1351,user_1351,Mexico,free,25-34,2023-04-24
1352,user_1352,Brazil,free,13-17,2023-02-07
1353,user_1353,India,free,18-24,2024-03-29
1354,user_1354,Germany,free,25-34,2023-06-15
1355,user_1355,India,premium,35-44,2024-11-24
1356,user_1356,Canada,premium,18-24,2023-07-24
1357,user_1357,Canada,free,18-24,2023-09-02
1358,user_1358,India,free,45+,2023-11-29
1359,user_1359,US,premium,35-44,2024-01-31
1360,user_1360,Brazil,premium,25-34,2024-05-21
1361,user_1361,Canada,free,35-44,2023-05-01
1362,user_1362,US,free,25-34,2023-09-16
1363,user_1363,Brazil,free,35-44,2024-12-22
1364,user_1364,Brazil,free,18-24,2024-02-14
1365,user_1365,Germany,free,18-24,2023-11-06
1366,user_1366,US,free,25-34,2024-12-06
1367,user_1367,Germany,free,25-34,2023-03-09
1368,user_1368,Canada,free,45+,2023-04-24
1369,user_1369,US,free,18-24,2023-08-08
1370,user_1370,US,premium,45+,2023-08-08
1371,user_1371,Australia,premium,45+,2024-04-17
1372,user_1372,US,free,18-24,2024-12-30
1373,user_1373,Mexico,premium,35-44,2024-01-21
1374,user_1374,India,premium,25-34,2023-10-25
1375,user_1375,US,free,45+,2024-08-28
1376,user_1376,Canada,free,25-34,2023-09-10
1377,user_1377,India,premium,35-44,2024-02-09
1378,user_1378,India,premium,25-34,2024-05-06
1379,user_1379,UK,premium,18-24,2023-12-23
1380,user_1380,Brazil,premium,18-24,2024-03-03
1381,user_1381,US,premium,25-34,2023-08-03
1382,user_1382,UK,free,35-44,2024-01-15
1383,user_1383,Australia,free,25-34,2023-08-02
1384,user_1384,US,free,25-34,2023-04-08
1385,user_1385,Brazil,free,18-24,2024-06-11
1386,user_1386,UK,premium,25-34,2024-10-27
1387,user_1387,Japan,free,13-17,2024-06-11
1388,user_1388,US,premium,35-44,2024-12-10
1389,user_1389,Australia,free,45+,2024-09-11
1390,user_1390,India,free,25-34,2024-06-18
1391,user_1391,US,free,13-17,2024-07-07
1392,user_1392,US,free,18-24,2024-07-02
1393,user_1393,US,premium,25-34,2023-11-24
1394,user_1394,India,premium,25-34,2023-06-14
1395,user_1395,UK,premium,35-44,2023-04-26
1396,user_1396,Mexico,free,18-24,2023-05-30
1397,user_1397,India,free,35-44,2024-06-01
1398,user_1398,US,free,25-34,2023-02-01
1399,user_1399,Brazil,free,18-24,2024-10-18
1400,user_1400,Germany,premium,25-34,2023-10-20
1401,user_1401,US,premium,18-24,2024-11-19
1402,user_1402,US,premium,25-34,2023-06-26
1403,user_1403,US,free,35-44,2023-03-02
1404,user_1404,Germany,premium,25-34,2024-08-11
1405,user_1405,Brazil,free,35-44,2024-02-20
1406,user_1406,India,premium,25-34,2024-01-18
1407,user_1407,Mexico,free,18-24,2024-08-20
1408,user_1408,Japan,free,25-34,2024-12-03
1409,user_1409,Brazil,free,25-34,2023-01-07
1410,user_1410,Mexico,premium,25-34,2023-03-26
1411,user_1411,US,free,18-24,2024-02-02
1412,user_1412,US,free,25-34,2024-01-28
1413,user_1413,US,premium,13-17,2023-02-16
1414,user_1414,US,free,18-24,2023-12-07
1415,user_1415,India,free,25-34,2024-05-12
1416,user_1416,France,free,18-24,2024-08-28
1417,user_1417,US,free,45+,2024-04-22
1418,user_1418,US,premium,18-24,2024-03-01
1419,user_1419,India,premium,35-44,2024-03-01
1420,user_1420,France,free,25-34,2024-05-29
1421,user_1421,UK,premium,25-34,2023-05-09
1422,user_1422,India,free,18-24,2023-09-06
1423,user_1423,US,free,45+,2023-05-11
1424,user_1424,US,free,25-34,2024-11-19
1425,user_1425,Australia,free,35-44,2023-11-19
1426,user_1426,Australia,free,18-24,2024-06-26
1427,user_1427,US,premium,18-24,2023-03-07
1428,user_1428,France,premium,25-34,2024-12-18
1429,user_1429,Brazil,free,13-17,2023-04-11
1430,user_1430,Mexico,free,25-34,2023-01-31
1431,user_1431,India,premium,18-24,2023-07-10
1432,user_1432,India,premium,25-34,2024-07-31
1433,user_1433,India,premium,45+,2024-02-19
1434,user_1434,Brazil,free,25-34,2024-12-14
1435,user_1435,US,premium,35-44,2024-05-14
1436,user_1436,US,free,25-34,2024-08-17
1437,user_1437,UK,free,25-34,2023-02-15
1438,user_1438,Germany,free,45+,2023-03-30
1439,user_1439,US,free,35-44,2024-11-28
1440,user_1440,Germany,free,35-44,2024-01-10
1441,user_1441,Australia,free,18-24,2024-12-01
1442,user_1442,US,free,25-34,2023-09-03
1443,user_1443,Germany,premium,18-24,2024-07-11
1444,user_1444,India,free,25-34,2023-09-14
1445,user_1445,Mexico,free,25-34,2023-12-18
1446,user_1446,US,free,35-44,2024-07-26
1447,user_1447,Germany,premium,35-44,2023-04-15
1448,user_1448,Mexico,free,25-34,2023-12-03
1449,user_1449,France,free,13-17,2024-06-09
1450,user_1450,Germany,free,35-44,2023-10-28
1451,user_1451,India,premium,18-24,2023-03-18
1452,user_1452,Brazil,premium,25-34,2024-05-25
1453,user_1453,Mexico,free,13-17,2023-08-18
1454,user_1454,Brazil,free,25-34,2024-11-09
1455,user_1455,US,premium,45+,2024-07-31
1456,user_1456,France,free,18-24,2023-02-01
1457,user_1457,Germany,premium,25-34,2024-08-30
1458,user_1458,Germany,free,18-24,2023-02-27
1459,user_1459,US,free,45+,2023-04-14
1460,user_1460,Brazil,free,35-44,2023-11-08
1461,user_1461,UK,free,18-24,2024-10-07
1462,user_1462,Brazil,premium,18-24,2024-12-29
1463,user_1463,US,premium,25-34,2023-03-08
1464,user_1464,Brazil,free,18-24,2024-11-20
1465,user_1465,Australia,premium,25-34,2024-01-09
1466,user_1466,US,free,13-17,2023-08-23
1467,user_1467,Australia,free,18-24,2024-10-04
1468,user_1468,UK,free,25-34,2023-04-22
1469,user_1469,Canada,premium,18-24,2024-01-24
1470,user_1470,Japan,premium,35-44,2024-02-12
1471,user_1471,India,premium,13-17,2023-02-23
1472,user_1472,Germany,premium,18-24,2023-08-27
1473,user_1473,Canada,premium,45+,2023-10-22
1474,user_1474,UK,premium,25-34,2023-04-22
1475,user_1475,UK,premium,25-34,2023-03-29
1476,user_1476,Brazil,premium,18-24,2024-04-20
1477,user_1477,Japan,free,25-34,2023-10-31
1478,user_1478,Japan,free,25-34,2023-11-01
1479,user_1479,Japan,free,18-24,2023-10-17
1480,user_1480,India,free,35-44,2023-07-27
1481,user_1481,Japan,free,25-34,2024-08-04
1482,user_1482,US,free,25-34,2024-01-05
1483,user_1483,India,premium,25-34,2023-08-08
1484,user_1484,US,free,25-34,2023-08-19
1485,user_1485,UK,free,18-24,2023-12-15
1486,user_1486,UK,free,25-34,2023-09-12
1487,user_1487,UK,premium,18-24,2024-03-27
1488,user_1488,Germany,free,25-34,2023-05-22
1489,user_1489,UK,free,35-44,2023-03-10
1490,user_1490,India,premium,25-34,2023-03-30
1491,user_1491,US,premium,45+,2023-05-16
1492,user_1492,UK,free,18-24,2024-10-16
1493,user_1493,US,free,25-34,2024-11-29
1494,user_1494,US,free,35-44,2024-06-06
1495,user_1495,Brazil,premium,25-34,2024-10-21
1496,user_1496,Brazil,free,25-34,2024-03-17
1497,user_1497,Brazil,free,13-17,2023-02-07
1498,user_1498,India,free,25-34,2023-07-27
1499,user_1499,UK,free,18-24,2023-07-29
1500,user_1500,Mexico,premium,45+,2024-05-27
1501,user_1501,India,free,18-24,2023-12-26
1502,user_1502,India,free,35-44,2024-07-30
1503,user_1503,US,free,25-34,2023-01-01
1504,user_1504,UK,free,18-24,2024-01-16
1505,user_1505,UK,free,25-34,2024-06-20
1506,user_1506,UK,premium,35-44,2024-01-29
1507,user_1507,Brazil,premium,35-44,2023-02-19
1508,user_1508,India,premium,18-24,2024-01-31
1509,user_1509,Brazil,premium,18-24,2023-02-01
1510,user_1510,Japan,premium,18-24,2024-06-28
1511,user_1511,Japan,free,13-17,2024-12-12
1512,user_1512,Germany,premium,25-34,2023-08-22
1513,user_1513,France,premium,35-44,2023-01-26
1514,user_1514,US,premium,25-34,2024-07-07
1515,user_1515,US,free,35-44,2024-03-09
1516,user_1516,US,free,25-34,2023-03-02
1517,user_1517,Brazil,premium,18-24,2024-07-06
1518,user_1518,Canada,premium,18-24,2024-03-16
1519,user_1519,US,premium,25-34,2023-05-10
1520,user_1520,France,free,35-44,2023-12-20
1521,user_1521,US,free,25-34,2023-07-17
1522,user_1522,France,free,13-17,2024-10-24
1523,user_1523,UK,premium,18-24,2024-12-16
1524,user_1524,US,free,13-17,2024-11-24
1525,user_1525,India,free,25-34,2024-01-06
1526,user_1526,US,premium,35-44,2024-12-19
1527,user_1527,US,free,18-24,2023-05-27
1528,user_1528,UK,premium,35-44,2024-12-16
1529,user_1529,Japan,free,25-34,2024-05-12
1530,user_1530,India,premium,25-34,2023-02-17
1531,user_1531,UK,free,45+,2024-10-12
1532,user_1532,Brazil,premium,18-24,2023-06-21
1533,user_1533,Germany,premium,45+,2024-09-04
1534,user_1534,US,free,18-24,2024-11-29
1535,user_1535,UK,free,25-34,2023-11-11
1536,user_1536,US,free,35-44,2024-01-11
1537,user_1537,US,premium,45+,2024-06-16
1538,user_1538,Germany,premium,25-34,2024-02-24
1539,user_1539,US,free,25-34,2024-01-31
1540,user_1540,India,premium,25-34,2024-06-05
1541,user_1541,Germany,free,35-44,2023-07-06
1542,user_1542,US,premium,18-24,2024-10-06
1543,user_1543,India,premium,35-44,2023-02-02
1544,user_1544,US,free,25-34,2023-03-10
1545,user_1545,Australia,free,25-34,2024-08-14
1546,user_1546,India,free,25-34,2023-07-10
1547,user_1547,Japan,free,25-34,2023-04-11
1548,user_1548,India,free,45+,2024-04-29
1549,user_1549,US,free,25-34,2023-10-12
1550,user_1550,Brazil,free,45+,2024-01-25
1551,user_1551,France,free,18-24,2024-07-18
1552,user_1552,Brazil,free,25-34,2023-06-09
1553,user_1553,Japan,free,35-44,2024-07-07
1554,user_1554,Canada,free,25-34,2023-02-16
1555,user_1555,US,premium,25-34,2023-06-08
1556,user_1556,US,premium,25-34,2024-03-21
1557,user_1557,Brazil,free,35-44,2024-11-26
1558,user_1558,UK,free,35-44,2024-06-06
1559,user_1559,Mexico,premium,18-24,2024-10-27
1560,user_1560,Canada,premium,35-44,2023-06-04
1561,user_1561,UK,free,25-34,2023-12-05
1562,user_1562,US,free,18-24,2023-12-31
1563,user_1563,Japan,free,35-44,2024-11-29
1564,user_1564,US,free,25-34,2024-07-27
1565,user_1565,Mexico,free,35-44,2023-05-28
1566,user_1566,India,free,18-24,2023-05-24
1567,user_1567,Brazil,premium,13-17,2023-04-13
1568,user_1568,US,free,25-34,2023-04-03
1569,user_1569,Brazil,free,18-24,2023-10-13
1570,user_1570,India,free,35-44,2024-02-28
1571,user_1571,Brazil,free,18-24,2023-04-29
1572,user_1572,US,free,25-34,2023-01-29
1573,user_1573,Germany,free,18-24,2024-05-25
1574,user_1574,Mexico,premium,18-24,2023-01-30
1575,user_1575,US,free,35-44,2024-01-01
1576,user_1576,US,premium,18-24,2023-05-18
1577,user_1577,US,premium,25-34,2024-04-19
1578,user_1578,Brazil,free,45+,2024-07-16
1579,user_1579,Brazil,free,25-34,2024-01-27
1580,user_1580,India,free,35-44,2024-03-10
1581,user_1581,US,premium,18-24,2023-08-22
1582,user_1582,UK,premium,18-24,2023-02-24
1583,user_1583,Brazil,premium,35-44,2023-10-19
1584,user_1584,India,free,25-34,2023-11-08
1585,user_1585,Australia,premium,25-34,2024-07-01
1586,user_1586,US,free,25-34,2023-03-30
1587,user_1587,Germany,free,25-34,2023-07-31
1588,user_1588,UK,free,13-17,2023-11-14
1589,user_1589,India,free,35-44,2024-04-09
1590,user_1590,Germany,premium,25-34,2023-03-28
1591,user_1591,Germany,free,25-34,2024-02-13
1592,user_1592,Australia,free,35-44,2023-08-28
1593,user_1593,US,free,18-24,2024-11-30
1594,user_1594,US,premium,18-24,2023-02-26
1595,user_1595,Germany,premium,35-44,2023-04-23
1596,user_1596,Brazil,free,35-44,2023-03-11
1597,user_1597,US,free,25-34,2024-11-22
1598,user_1598,US,free,18-24,2023-07-03
1599,user_1599,US,premium,18-24,2024-12-03
1600,user_1600,Canada,free,25-34,2023-10-03
1601,user_1601,US,free,25-34,2023-08-21
1602,user_1602,UK,free,35-44,2023-02-23
1603,user_1603,US,free,45+,2023-09-14
1604,user_1604,UK,premium,35-44,2023-03-31
1605,user_1605,US,free,18-24,2024-10-24
1606,user_1606,India,free,35-44,2024-03-10
1607,user_1607,US,free,18-24,2024-09-16
1608,user_1608,Japan,free,18-24,2024-02-12
1609,user_1609,US,premium,13-17,2023-09-26
1610,user_1610,India,free,25-34,2024-10-30
1611,user_1611,Canada,premium,45+,2024-01-01
1612,user_1612,Brazil,premium,18-24,2023-12-17
1613,user_1613,India,free,18-24,2023-10-26
1614,user_1614,UK,free,45+,2023-06-08
1615,user_1615,UK,free,13-17,2024-05-01
1616,user_1616,Brazil,premium,35-44,2024-06-09
1617,user_1617,Australia,free,18-24,2023-12-21
1618,user_1618,Brazil,free,13-17,2024-09-12
1619,user_1619,India,free,45+,2024-02-05
1620,user_1620,Germany,premium,18-24,2024-02-09
1621,user_1621,India,free,25-34,2023-04-06
1622,user_1622,US,free,18-24,2024-12-07
1623,user_1623,India,free,13-17,2024-07-23
1624,user_1624,France,free,13-17,2024-01-27
1625,user_1625,US,premium,18-24,2023-12-18
1626,user_1626,Germany,free,13-17,2024-10-27
1627,user_1627,US,premium,35-44,2024-07-29
1628,user_1628,India,premium,25-34,2024-10-31
1629,user_1629,US,free,18-24,2024-09-24
1630,user_1630,India,premium,25-34,2023-10-15
1631,user_1631,Japan,free,45+,2024-06-06
1632,user_1632,UK,free,45+,2024-12-26
1633,user_1633,Brazil,premium,25-34,2023-06-11
1634,user_1634,Japan,free,35-44,2024-09-08
1635,user_1635,France,premium,18-24,2024-10-20
1636,user_1636,US,free,25-34,2023-07-01
1637,user_1637,UK,premium,25-34,2024-07-02
1638,user_1638,US,free,25-34,2023-03-23
1639,user_1639,Australia,free,25-34,2024-06-07
1640,user_1640,France,free,25-34,2023-01-04
1641,user_1641,India,premium,45+,2024-05-09
1642,user_1642,Mexico,premium,35-44,2024-07-08
1643,user_1643,India,free,25-34,2023-02-20
1644,user_1644,Brazil,premium,25-34,2023-09-18
1645,user_1645,US,free,18-24,2023-05-14
1646,user_1646,Japan,free,18-24,2024-08-21
1647,user_1647,US,premium,18-24,2023-12-28
1648,user_1648,Mexico,premium,25-34,2024-07-21
1649,user_1649,Japan,premium,13-17,2023-08-05
1650,user_1650,Germany,premium,35-44,2023-03-09
1651,user_1651,US,free,18-24,2024-07-09
1652,user_1652,UK,premium,25-34,2023-05-23
1653,user_1653,US,free,13-17,2023-12-12
1654,user_1654,UK,free,18-24,2024-07-07
1655,user_1655,US,free,35-44,2024-10-12
1656,user_1656,France,free,25-34,2024-08-07
1657,user_1657,India,free,45+,2023-07-13
1658,user_1658,UK,free,45+,2024-10-28
1659,user_1659,UK,free,18-24,2023-09-03
1660,user_1660,India,free,18-24,2023-11-10
1661,user_1661,Brazil,free,35-44,2024-12-30
1662,user_1662,India,free,45+,2024-01-19
1663,user_1663,Canada,free,25-34,2023-10-04
1664,user_1664,India,premium,35-44,2023-03-13
1665,user_1665,Australia,premium,35-44,2023-05-09
1666,user_1666,Mexico,premium,18-24,2023-12-24
1667,user_1667,US,free,25-34,2024-11-28
1668,user_1668,France,premium,35-44,2024-06-08
1669,user_1669,US,free,25-34,2023-08-08
1670,user_1670,Japan,free,13-17,2023-01-06
